attribute,mean,max,min
nitrobenzene_meta_subs,0.007965686274509803,1.0,0.0
maccs_k069,0.07230392156862746,1.0,0.0
pattern_c24,0.04656862745098039,1.0,0.0
maccs_k024,0.022058823529411766,1.0,0.0
n_o_single_bond,0.022058823529411766,1.0,0.0
pubchem_f207,0.08333333333333333,1.0,0.0
pubchem_f597,0.11397058823529412,1.0,0.0
pubchem_f210,0.02696078431372549,1.0,0.0
maccs_k056,0.014705882352941176,1.0,0.0
pubchem_f396,0.026348039215686275,1.0,0.0
pubchem_f499,0.26286764705882354,1.0,0.0
maccs_k052,0.04411764705882353,1.0,0.0
pubchem_f301,0.04411764705882353,1.0,0.0
pubchem_f694,0.19424019607843138,1.0,0.0
pubchem_f841,0.058823529411764705,1.0,0.0
maccs_k043,0.058823529411764705,1.0,0.0
pubchem_f477,0.20220588235294118,1.0,0.0
pubchem_f200,0.15012254901960784,1.0,0.0
pubchem_f193,0.32230392156862747,1.0,0.0
pubchem_f258,0.3272058823529412,1.0,0.0
maccs_322_020,0.044730392156862746,1.0,0.0
pubchem_f455,0.018995098039215685,1.0,0.0
pubchem_f505,0.09129901960784313,1.0,0.0
pubchem_f315,0.04411764705882353,1.0,0.0
maccs_k029,0.04411764705882353,1.0,0.0
phos_atom,0.04411764705882353,1.0,0.0
pubchem_f031,0.04411764705882353,1.0,0.0
pubchem_f710,0.6709558823529411,1.0,0.0
benzene,0.28431372549019607,1.0,0.0
unfused_benzene,0.28431372549019607,1.0,0.0
phenoxide_para_subs,0.28431372549019607,1.0,0.0
pubchem_f651,0.023284313725490197,1.0,0.0
maccs_322_083,0.04350490196078431,1.0,0.0
pubchem_f412,0.04350490196078431,1.0,0.0
pubchem_f190,0.024509803921568627,1.0,0.0
2-N-linked ribose deriv.,0.024509803921568627,1.0,0.0
pubchem_f537,0.12867647058823528,1.0,0.0
pubchem_f862,0.056372549019607844,1.0,0.0
pattern_c215,0.02389705882352941,1.0,0.0
organophosphate,0.02389705882352941,1.0,0.0
pubchem_f402,0.015931372549019607,1.0,0.0
pubchem_f573,0.08884803921568628,1.0,0.0
pubchem_f647,0.18872549019607843,1.0,0.0
pubchem_f306,0.023284313725490197,1.0,0.0
pubchem_f032,0.023284313725490197,1.0,0.0
maccs_k033,0.023284313725490197,1.0,0.0
pubchem_f451,0.12683823529411764,1.0,0.0
phenothiazine,0.006127450980392157,1.0,0.0
pubchem_f380,0.10723039215686274,1.0,0.0
pubchem_f433,0.22058823529411764,1.0,0.0
pubchem_f485,0.0974264705882353,1.0,0.0
filter_bridged_rings_55_heterocyclic,0.02267156862745098,1.0,0.0
pattern_c26,0.12622549019607843,1.0,0.0
pubchem_f516,0.03799019607843137,1.0,0.0
maccs_322_148,0.04044117647058824,1.0,0.0
pubchem_f408,0.04044117647058824,1.0,0.0
maccs_k060,0.04044117647058824,1.0,0.0
maccs_k061,0.04044117647058824,1.0,0.0
maccs_322_030,0.2824754901960784,1.0,0.0
sulfonic_acid,0.02144607843137255,1.0,0.0
maccs_322_072,0.02144607843137255,1.0,0.0
pattern_c242,0.02144607843137255,1.0,0.0
sulfonic_acid_derivative,0.02144607843137255,1.0,0.0
maccs_k105,0.4730392156862745,1.0,0.0
pattern_c21,0.06862745098039216,1.0,0.0
